athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Lester, Kiara",Texas Tech,Big 12,400m,2021,SR-4,,,55.88,seconds,Big 12 Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/70288/4266357/Big_12_Championships/400-Meters,TFRRS all_performances
"Limp, Sara",Texas Tech,Big 12,400m,2021,SR-4,,,52.93,seconds,Big 12 Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/70288/4266357/Big_12_Championships/400-Meters,TFRRS all_performances
"Limp, Sara",Texas Tech,Big 12,400m,2021,SR-4,,,53.00,seconds,Big 12 Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/70288/4266357/Big_12_Championships/400-Meters,TFRRS all_performances
"Warden, Jadsia",Texas Tech,Big 12,400m,2021,SR-4,,,53.70,seconds,Big 12 Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/70288/4266357/Big_12_Championships/400-Meters,TFRRS all_performances
"Roswell, Demisha",Texas Tech,Big 12,100H,2021,SO-2,,,13.33,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,1.2,Outdoor,https://www.tfrrs.org/results/70371/4272771/NCAA_Division_I_West_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Price, Lexye",Texas Tech,Big 12,400H,2021,SO-2,,,58.37,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272769/NCAA_Division_I_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Price, Lexye",Texas Tech,Big 12,400H,2021,SO-2,,,58.80,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272769/NCAA_Division_I_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Watkins, Simone",Texas Tech,Big 12,400H,2021,FR-1,,,1:01.08,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272769/NCAA_Division_I_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Crawford, Amanda",Texas Tech,Big 12,400m,2021,SR-4,,,55.09,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272770/NCAA_Division_I_West_Preliminary_Round/400-Meters,TFRRS all_performances
"Lester, Kiara",Texas Tech,Big 12,400m,2021,SR-4,,,55.84,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272770/NCAA_Division_I_West_Preliminary_Round/400-Meters,TFRRS all_performances
"Limp, Sara",Texas Tech,Big 12,400m,2021,SR-4,,,52.60,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272770/NCAA_Division_I_West_Preliminary_Round/400-Meters,TFRRS all_performances
"Limp, Sara",Texas Tech,Big 12,400m,2021,SR-4,,,52.65,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272770/NCAA_Division_I_West_Preliminary_Round/400-Meters,TFRRS all_performances
"Warden, Jadsia",Texas Tech,Big 12,400m,2021,SR-4,,,54.53,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272770/NCAA_Division_I_West_Preliminary_Round/400-Meters,TFRRS all_performances
"Hinton, Kaylee",Texas Tech,Big 12,100H,2021,SR-4,,,13.74,seconds,NCAA Division I Track & Field Championships,2021-06-09,,,-1.0,Outdoor,https://www.tfrrs.org/results/70445/4276695/NCAA_Division_I_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Jones, Callie",Texas Tech,Big 12,100H,2021,JR-3,,,14.26,seconds,NCAA Division I Track & Field Championships,2021-06-09,,,0.4,Outdoor,https://www.tfrrs.org/results/70445/4276695/NCAA_Division_I_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Poirier-Shelton, Tiana",Arizona,Big 12,Long Jump,2021,JR-3,,,5.82,m,2021 Willie Williams Classic/Dave Murray Distance Carnival,2021-03-19,,,+0.0,Outdoor,https://www.tfrrs.org/results/67898/4129558/2021_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/Long-Jump,TFRRS all_performances
"Holt, Kimarah",Arizona,Big 12,Long Jump,2021,FR-1,,,4.93,m,42nd Aztec Invitational,2021-03-25,,,-1.9,Outdoor,https://www.tfrrs.org/results/67907/4150098/42nd_Aztec_Invitational/Long-Jump,TFRRS all_performances
"Perkins, Rylee",Arizona,Big 12,Long Jump,2021,FR-1,,,5.52,m,42nd Aztec Invitational,2021-03-25,,,-1.2,Outdoor,https://www.tfrrs.org/results/67907/4150098/42nd_Aztec_Invitational/Long-Jump,TFRRS all_performances
"Walls, Abigail",Arizona,Big 12,Long Jump,2021,FR-1,,,4.53,m,42nd Aztec Invitational,2021-03-25,,,-1.1,Outdoor,https://www.tfrrs.org/results/67907/4150098/42nd_Aztec_Invitational/Long-Jump,TFRRS all_performances
"Holt, Kimarah",Arizona,Big 12,Long Jump,2021,FR-1,,,5.97,m,2021 Jim Click Shootout,2021-04-10,,,+0.0,Outdoor,https://www.tfrrs.org/results/68576/4188083/2021_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
"Perkins, Rylee",Arizona,Big 12,Long Jump,2021,FR-1,,,5.71,m,2021 Jim Click Shootout,2021-04-10,,,0.7,Outdoor,https://www.tfrrs.org/results/68576/4188083/2021_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
"Sieben, Skylar",Arizona,Big 12,Long Jump,2021,SO-2,,,5.51,m,2021 Jim Click Shootout,2021-04-10,,,+0.0,Outdoor,https://www.tfrrs.org/results/68576/4217266/2021_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
"Sieben, Skylar",Arizona,Big 12,Long Jump,2021,SO-2,,,5.62,m,2021 Jim Click Shootout,2021-04-10,,,0.7,Outdoor,https://www.tfrrs.org/results/68576/4188083/2021_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
"Walls, Abigail",Arizona,Big 12,Long Jump,2021,FR-1,,,5.60,m,2021 Jim Click Shootout,2021-04-10,,,-1.7,Outdoor,https://www.tfrrs.org/results/68576/4217266/2021_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
"Holt, Kimarah",Arizona,Big 12,Long Jump,2021,FR-1,,,4.98,m,2021 West Coast Classic- Arizona,2021-04-17,,,-1.1,Outdoor,https://www.tfrrs.org/results/68926/4209675/2021_West_Coast_Classic-_Arizona/Long-Jump,TFRRS all_performances
"Perkins, Rylee",Arizona,Big 12,Long Jump,2021,FR-1,,,5.86,m,2021 West Coast Classic- Arizona,2021-04-17,,,1.4,Outdoor,https://www.tfrrs.org/results/68926/4209675/2021_West_Coast_Classic-_Arizona/Long-Jump,TFRRS all_performances
"Poirier-Shelton, Tiana",Arizona,Big 12,Long Jump,2021,JR-3,,,5.76,m,2021 West Coast Classic- Arizona,2021-04-17,,,0.3,Outdoor,https://www.tfrrs.org/results/68926/4209675/2021_West_Coast_Classic-_Arizona/Long-Jump,TFRRS all_performances
"Sieben, Skylar",Arizona,Big 12,Long Jump,2021,SO-2,,,5.73,m,2021 West Coast Classic- Arizona,2021-04-17,,,+0.0,Outdoor,https://www.tfrrs.org/results/68926/4209675/2021_West_Coast_Classic-_Arizona/Long-Jump,TFRRS all_performances
"Walls, Abigail",Arizona,Big 12,Long Jump,2021,FR-1,,,4.81,m,2021 West Coast Classic- Arizona,2021-04-17,,,+0.0,Outdoor,https://www.tfrrs.org/results/68926/4209675/2021_West_Coast_Classic-_Arizona/Long-Jump,TFRRS all_performances
"Holt, Kimarah",Arizona,Big 12,Long Jump,2021,FR-1,,,5.30,m,2021 Desert Heat Classic,2021-05-01,,,0.4,Outdoor,https://www.tfrrs.org/results/69643/4244646/2021_Desert_Heat_Classic/Long-Jump,TFRRS all_performances
"Perkins, Rylee",Arizona,Big 12,Long Jump,2021,FR-1,,,5.70,m,2021 Desert Heat Classic,2021-05-01,,,+0.0,Outdoor,https://www.tfrrs.org/results/69643/4244646/2021_Desert_Heat_Classic/Long-Jump,TFRRS all_performances
"Poirier-Shelton, Tiana",Arizona,Big 12,Long Jump,2021,JR-3,,,6.07,m,2021 Desert Heat Classic,2021-05-01,,,0.4,Outdoor,https://www.tfrrs.org/results/69643/4244646/2021_Desert_Heat_Classic/Long-Jump,TFRRS all_performances
"Walls, Abigail",Arizona,Big 12,Long Jump,2021,FR-1,,,4.85,m,2021 Desert Heat Classic,2021-05-01,,,1.0,Outdoor,https://www.tfrrs.org/results/69643/4244646/2021_Desert_Heat_Classic/Long-Jump,TFRRS all_performances
"Holt, Kimarah",Arizona,Big 12,Long Jump,2021,FR-1,,,5.04,m,Pac-12 Track & Field Championships,2021-05-14,,,+0.0,Outdoor,https://www.tfrrs.org/results/69474/4267094/Pac-12_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Perkins, Rylee",Arizona,Big 12,Long Jump,2021,FR-1,,,5.77,m,Pac-12 Track & Field Championships,2021-05-14,,,1.5,Outdoor,https://www.tfrrs.org/results/69474/4267094/Pac-12_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Poirier-Shelton, Tiana",Arizona,Big 12,Long Jump,2021,JR-3,,,5.60,m,Pac-12 Track & Field Championships,2021-05-14,,,0.1,Outdoor,https://www.tfrrs.org/results/69474/4267094/Pac-12_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Sieben, Skylar",Arizona,Big 12,Long Jump,2021,SO-2,,,5.83,m,Pac-12 Track & Field Championships,2021-05-14,,,-0.6,Outdoor,https://www.tfrrs.org/results/69474/4267124/Pac-12_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Sieben, Skylar",Arizona,Big 12,Long Jump,2021,SO-2,,,5.65,m,NCAA Division I Track & Field Championships,2021-06-09,,,0.4,Outdoor,https://www.tfrrs.org/results/70445/4276699/NCAA_Division_I_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Bird, Cameron",BYU,Big 12,Long Jump,2021,FR-1,,,5.02,m,UNLV Spring Invitational & Sheila Tarr-Smith Multis,2021-03-18,,,0.7,Outdoor,https://www.tfrrs.org/results/68058/4203140/UNLV_Spring_Invitational__Sheila_Tarr-Smith_Multis/Long-Jump,TFRRS all_performances
"Blackmon, Christina",BYU,Big 12,Long Jump,2021,FR-1,,,5.23,m,UNLV Spring Invitational & Sheila Tarr-Smith Multis,2021-03-18,,,+0.0,Outdoor,https://www.tfrrs.org/results/68058/4203140/UNLV_Spring_Invitational__Sheila_Tarr-Smith_Multis/Long-Jump,TFRRS all_performances
"Folsom, Halley",BYU,Big 12,Long Jump,2021,JR-3,,,5.22,m,UNLV Spring Invitational & Sheila Tarr-Smith Multis,2021-03-18,,,+0.0,Outdoor,https://www.tfrrs.org/results/68058/4203140/UNLV_Spring_Invitational__Sheila_Tarr-Smith_Multis/Long-Jump,TFRRS all_performances
"Torgerson, Mayci",BYU,Big 12,Long Jump,2021,FR-1,,,5.55,m,UNLV Spring Invitational & Sheila Tarr-Smith Multis,2021-03-18,,,0.1,Outdoor,https://www.tfrrs.org/results/68058/4203140/UNLV_Spring_Invitational__Sheila_Tarr-Smith_Multis/Long-Jump,TFRRS all_performances
"Andam, Camilla",BYU,Big 12,Long Jump,2021,FR-1,,,5.77,m,2021 UVU Collegiate,2021-04-02,,,-0.2,Outdoor,https://www.tfrrs.org/results/69083/4171592/2021_UVU_Collegiate/Long-Jump,TFRRS all_performances
"Bird, Cameron",BYU,Big 12,Long Jump,2021,FR-1,,,5.26,m,2021 UVU Collegiate,2021-04-02,,,+0.0,Outdoor,https://www.tfrrs.org/results/69083/4171592/2021_UVU_Collegiate/Long-Jump,TFRRS all_performances
"Broin, Erica",BYU,Big 12,Long Jump,2021,FR-1,,,5.10,m,2021 UVU Collegiate,2021-04-02,,,-1.7,Outdoor,https://www.tfrrs.org/results/69083/4171592/2021_UVU_Collegiate/Long-Jump,TFRRS all_performances
"Ford, Lauryn",BYU,Big 12,Long Jump,2021,FR-1,,,5.52,m,2021 UVU Collegiate,2021-04-02,,,1.1,Outdoor,https://www.tfrrs.org/results/69083/4171592/2021_UVU_Collegiate/Long-Jump,TFRRS all_performances
"Johnson, Claire",BYU,Big 12,Long Jump,2021,FR-1,,,4.69,m,2021 UVU Collegiate,2021-04-02,,,+0.0,Outdoor,https://www.tfrrs.org/results/69083/4171592/2021_UVU_Collegiate/Long-Jump,TFRRS all_performances
"Raymond, Taye",BYU,Big 12,Long Jump,2021,FR-1,,,6.10,m,2021 UVU Collegiate,2021-04-02,,,0.4,Outdoor,https://www.tfrrs.org/results/69083/4171592/2021_UVU_Collegiate/Long-Jump,TFRRS all_performances
"Bird, Cameron",BYU,Big 12,Long Jump,2021,FR-1,,,5.33,m,2021 Aggie Invitational,2021-04-09,,,1.4,Outdoor,https://www.tfrrs.org/results/67857/4185187/2021_Aggie_Invitational/Long-Jump,TFRRS all_performances
"Blackmon, Christina",BYU,Big 12,Long Jump,2021,FR-1,,,5.26,m,2021 Aggie Invitational,2021-04-09,,,+0.0,Outdoor,https://www.tfrrs.org/results/67857/4185187/2021_Aggie_Invitational/Long-Jump,TFRRS all_performances
"Ford, Lauryn",BYU,Big 12,Long Jump,2021,FR-1,,,5.28,m,2021 Aggie Invitational,2021-04-09,,,+0.0,Outdoor,https://www.tfrrs.org/results/67857/4185187/2021_Aggie_Invitational/Long-Jump,TFRRS all_performances
"Johnson, Claire",BYU,Big 12,Long Jump,2021,FR-1,,,4.54,m,2021 Aggie Invitational,2021-04-09,,,0.8,Outdoor,https://www.tfrrs.org/results/67857/4185187/2021_Aggie_Invitational/Long-Jump,TFRRS all_performances
"Andam, Camilla",BYU,Big 12,Long Jump,2021,FR-1,,,5.47,m,2021 Jim Click Shootout,2021-04-10,,,1.2,Outdoor,https://www.tfrrs.org/results/68576/4188083/2021_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
"Folsom, Halley",BYU,Big 12,Long Jump,2021,JR-3,,,5.25,m,2021 Jim Click Shootout,2021-04-10,,,-1.0,Outdoor,https://www.tfrrs.org/results/68576/4217266/2021_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
"Raymond, Taye",BYU,Big 12,Long Jump,2021,FR-1,,,6.05,m,2021 Jim Click Shootout,2021-04-10,,,+0.0,Outdoor,https://www.tfrrs.org/results/68576/4188083/2021_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
"Torgerson, Mayci",BYU,Big 12,Long Jump,2021,FR-1,,,5.36,m,2021 Jim Click Shootout,2021-04-10,,,+0.0,Outdoor,https://www.tfrrs.org/results/68576/4217266/2021_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
"Andam, Camilla",BYU,Big 12,Long Jump,2021,FR-1,,,5.16,m,2021 ISU Bengal Invitational,2021-04-16,,,+0.0,Outdoor,https://www.tfrrs.org/results/68301/4207695/2021_ISU_Bengal_Invitational/Long-Jump,TFRRS all_performances
"Ford, Lauryn",BYU,Big 12,Long Jump,2021,FR-1,,,5.75,m,2021 ISU Bengal Invitational,2021-04-16,,,+0.0,Outdoor,https://www.tfrrs.org/results/68301/4207695/2021_ISU_Bengal_Invitational/Long-Jump,TFRRS all_performances
"Andam, Camilla",BYU,Big 12,Long Jump,2021,FR-1,,,5.46,m,2021 BYU Robison Invitational,2021-04-21,,,0.9,Outdoor,https://www.tfrrs.org/results/69827/4228588/2021_BYU_Robison_Invitational/Long-Jump,TFRRS all_performances
"Bird, Cameron",BYU,Big 12,Long Jump,2021,FR-1,,,5.11,m,2021 BYU Robison Invitational,2021-04-21,,,+0.0,Outdoor,https://www.tfrrs.org/results/69827/4258455/2021_BYU_Robison_Invitational/Long-Jump,TFRRS all_performances
"Blackmon, Christina",BYU,Big 12,Long Jump,2021,FR-1,,,5.29,m,2021 BYU Robison Invitational,2021-04-21,,,0.4,Outdoor,https://www.tfrrs.org/results/69827/4258455/2021_BYU_Robison_Invitational/Long-Jump,TFRRS all_performances
"Broin, Erica",BYU,Big 12,Long Jump,2021,FR-1,,,4.77,m,2021 BYU Robison Invitational,2021-04-21,,,2.0,Outdoor,https://www.tfrrs.org/results/69827/4258455/2021_BYU_Robison_Invitational/Long-Jump,TFRRS all_performances
"Ford, Lauryn",BYU,Big 12,Long Jump,2021,FR-1,,,5.26,m,2021 BYU Robison Invitational,2021-04-21,,,-0.1,Outdoor,https://www.tfrrs.org/results/69827/4228588/2021_BYU_Robison_Invitational/Long-Jump,TFRRS all_performances
"Raymond, Taye",BYU,Big 12,Long Jump,2021,FR-1,,,5.87,m,2021 BYU Robison Invitational,2021-04-21,,,1.3,Outdoor,https://www.tfrrs.org/results/69827/4228588/2021_BYU_Robison_Invitational/Long-Jump,TFRRS all_performances
"Torgerson, Mayci",BYU,Big 12,Long Jump,2021,FR-1,,,5.54,m,2021 BYU Robison Invitational,2021-04-21,,,1.1,Outdoor,https://www.tfrrs.org/results/69827/4258455/2021_BYU_Robison_Invitational/Long-Jump,TFRRS all_performances
"Andam, Camilla",BYU,Big 12,Long Jump,2021,FR-1,,,5.46,m,KSU Ward Haylett,2021-05-07,,,0.2,Outdoor,https://www.tfrrs.org/results/69667/4255508/KSU_Ward_Haylett/Long-Jump,TFRRS all_performances
"Ford, Lauryn",BYU,Big 12,Long Jump,2021,FR-1,,,5.50,m,KSU Ward Haylett,2021-05-07,,,2.0,Outdoor,https://www.tfrrs.org/results/69667/4255508/KSU_Ward_Haylett/Long-Jump,TFRRS all_performances
"Raymond, Taye",BYU,Big 12,Long Jump,2021,FR-1,,,5.74,m,KSU Ward Haylett,2021-05-07,,,1.8,Outdoor,https://www.tfrrs.org/results/69667/4255508/KSU_Ward_Haylett/Long-Jump,TFRRS all_performances
"Andam, Camilla",BYU,Big 12,Long Jump,2021,FR-1,,,5.28,m,2021 BYU Cougar Invitational,2021-05-14,,,0.3,Outdoor,https://www.tfrrs.org/results/70274/4264529/2021_BYU_Cougar_Invitational/Long-Jump,TFRRS all_performances
"Bird, Cameron",BYU,Big 12,Long Jump,2021,FR-1,,,5.04,m,2021 BYU Cougar Invitational,2021-05-14,,,0.5,Outdoor,https://www.tfrrs.org/results/70274/4267865/2021_BYU_Cougar_Invitational/Long-Jump,TFRRS all_performances
"Ford, Lauryn",BYU,Big 12,Long Jump,2021,FR-1,,,5.33,m,2021 BYU Cougar Invitational,2021-05-14,,,0.6,Outdoor,https://www.tfrrs.org/results/70274/4264529/2021_BYU_Cougar_Invitational/Long-Jump,TFRRS all_performances
"Raymond, Taye",BYU,Big 12,Long Jump,2021,FR-1,,,5.89,m,2021 BYU Cougar Invitational,2021-05-14,,,1.7,Outdoor,https://www.tfrrs.org/results/70274/4264529/2021_BYU_Cougar_Invitational/Long-Jump,TFRRS all_performances
"Torgerson, Mayci",BYU,Big 12,Long Jump,2021,FR-1,,,5.56,m,2021 BYU Cougar Invitational,2021-05-14,,,-0.3,Outdoor,https://www.tfrrs.org/results/70274/4267865/2021_BYU_Cougar_Invitational/Long-Jump,TFRRS all_performances
"Pettway, Caira",Baylor,Big 12,Long Jump,2021,JR-3,,,6.01,m,UTSA Invitational,2021-03-18,,,-2.2,Outdoor,https://www.tfrrs.org/results/67927/4130729/UTSA_Invitational/Long-Jump,TFRRS all_performances
"Miller, Alyssa",Baylor,Big 12,Long Jump,2021,SO-2,,,5.64,m,93rd Clyde Littlefield Texas Relays,2021-03-25,,,0.9,Outdoor,https://www.tfrrs.org/results/67755/4153621/93rd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
"Pettway, Caira",Baylor,Big 12,Long Jump,2021,JR-3,,,6.02,m,93rd Clyde Littlefield Texas Relays,2021-03-25,,,-2.0,Outdoor,https://www.tfrrs.org/results/67755/4149921/93rd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
"Daley, Megan",Baylor,Big 12,Long Jump,2021,SO-2,,,4.82,m,Baylor Invitational,2021-04-03,,,0.8,Outdoor,https://www.tfrrs.org/results/67986/4169075/Baylor_Invitational/Long-Jump,TFRRS all_performances
"Madlock, Alex",Baylor,Big 12,Long Jump,2021,JR-3,,,6.13,m,Baylor Invitational,2021-04-03,,,0.1,Outdoor,https://www.tfrrs.org/results/67986/4169075/Baylor_Invitational/Long-Jump,TFRRS all_performances
"Pettway, Caira",Baylor,Big 12,Long Jump,2021,JR-3,,,5.84,m,Baylor Invitational,2021-04-03,,,0.3,Outdoor,https://www.tfrrs.org/results/67986/4169075/Baylor_Invitational/Long-Jump,TFRRS all_performances
"Madlock, Alex",Baylor,Big 12,Long Jump,2021,JR-3,,,5.53,m,LSU Alumni Gold,2021-04-23,,,1.0,Outdoor,https://www.tfrrs.org/results/69204/4225203/LSU_Alumni_Gold/Long-Jump,TFRRS all_performances
"Pettway, Caira",Baylor,Big 12,Long Jump,2021,JR-3,,,6.01,m,LSU Alumni Gold,2021-04-23,,,-2.0,Outdoor,https://www.tfrrs.org/results/69204/4225203/LSU_Alumni_Gold/Long-Jump,TFRRS all_performances
"Fisher, Jacinta",Baylor,Big 12,Long Jump,2021,SR-4,,,5.36,m,Alumni Muster,2021-05-01,,,1.7,Outdoor,https://www.tfrrs.org/results/70045/4244197/Alumni_Muster/Long-Jump,TFRRS all_performances
"Miller, Alyssa",Baylor,Big 12,Long Jump,2021,SO-2,,,5.44,m,Alumni Muster,2021-05-01,,,-0.3,Outdoor,https://www.tfrrs.org/results/70045/4244197/Alumni_Muster/Long-Jump,TFRRS all_performances
"Pettway, Caira",Baylor,Big 12,Long Jump,2021,JR-3,,,5.96,m,Alumni Muster,2021-05-01,,,-0.2,Outdoor,https://www.tfrrs.org/results/70045/4244197/Alumni_Muster/Long-Jump,TFRRS all_performances
"Johnson, Koi",Baylor,Big 12,Long Jump,2021,FR-1,,,5.77,m,Big 12 Championships,2021-05-14,,,-0.1,Outdoor,https://www.tfrrs.org/results/70288/4266368/Big_12_Championships/Long-Jump,TFRRS all_performances
"Madlock, Alex",Baylor,Big 12,Long Jump,2021,JR-3,,,6.30,m,Big 12 Championships,2021-05-14,,,0.4,Outdoor,https://www.tfrrs.org/results/70288/4266368/Big_12_Championships/Long-Jump,TFRRS all_performances
"Miller, Alyssa",Baylor,Big 12,Long Jump,2021,SO-2,,,5.58,m,Big 12 Championships,2021-05-14,,,1.6,Outdoor,https://www.tfrrs.org/results/70288/4266366/Big_12_Championships/Long-Jump,TFRRS all_performances
"Pettway, Caira",Baylor,Big 12,Long Jump,2021,JR-3,,,5.89,m,Big 12 Championships,2021-05-14,,,1.5,Outdoor,https://www.tfrrs.org/results/70288/4266368/Big_12_Championships/Long-Jump,TFRRS all_performances
"Madlock, Alex",Baylor,Big 12,Long Jump,2021,JR-3,,,6.02,m,NCAA Division I Track & Field Championships,2021-06-09,,,0.6,Outdoor,https://www.tfrrs.org/results/70445/4276117/NCAA_Division_I_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Aholou, Tatiana",Iowa State,Big 12,Long Jump,2021,SO-2,,,6.11,m,Pepsi Florida Relays,2021-04-02,,,0.1,Outdoor,https://www.tfrrs.org/results/68395/4166915/Pepsi_Florida_Relays/Long-Jump,TFRRS all_performances
"Furbeck, Erika",Iowa State,Big 12,Long Jump,2021,SO-2,,,5.90,m,Pepsi Florida Relays,2021-04-02,,,1.4,Outdoor,https://www.tfrrs.org/results/68395/4166915/Pepsi_Florida_Relays/Long-Jump,TFRRS all_performances
"Furbeck, Erika",Iowa State,Big 12,Long Jump,2021,SO-2,,,5.50,m,Michael Johnson Invitational,2021-04-16,,,2.0,Outdoor,https://www.tfrrs.org/results/68122/4209457/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
"Furbeck, Erika",Iowa State,Big 12,Long Jump,2021,SO-2,,,5.93,m,Big 12 Championships,2021-05-14,,,0.1,Outdoor,https://www.tfrrs.org/results/70288/4266368/Big_12_Championships/Long-Jump,TFRRS all_performances
"Hinton, Kaylee",Texas Tech,Big 12,Long Jump,2021,SR-4,,,5.90,m,93rd Clyde Littlefield Texas Relays,2021-03-25,,,-1.9,Outdoor,https://www.tfrrs.org/results/67755/4149921/93rd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
"Kerley, Virginia",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.20,m,93rd Clyde Littlefield Texas Relays,2021-03-25,,,-2.5,Outdoor,https://www.tfrrs.org/results/67755/4149921/93rd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
"Nichols, Monae'",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.54,m,93rd Clyde Littlefield Texas Relays,2021-03-25,,,1.2,Outdoor,https://www.tfrrs.org/results/67755/4149948/93rd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
"Usoro, Ruth",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.76,m,93rd Clyde Littlefield Texas Relays,2021-03-25,,,0.9,Outdoor,https://www.tfrrs.org/results/67755/4149948/93rd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
"Adams, Kennedy",Texas Tech,Big 12,Long Jump,2021,FR-1,,,5.56,m,Baylor Invitational,2021-04-03,,,1.9,Outdoor,https://www.tfrrs.org/results/67986/4169075/Baylor_Invitational/Long-Jump,TFRRS all_performances
"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2021,SR-4,,,5.50,m,Baylor Invitational,2021-04-03,,,1.6,Outdoor,https://www.tfrrs.org/results/67986/4169075/Baylor_Invitational/Long-Jump,TFRRS all_performances
"Hinton, Kaylee",Texas Tech,Big 12,Long Jump,2021,SR-4,,,5.57,m,Baylor Invitational,2021-04-03,,,0.9,Outdoor,https://www.tfrrs.org/results/67986/4169075/Baylor_Invitational/Long-Jump,TFRRS all_performances
"Jones, Callie",Texas Tech,Big 12,Long Jump,2021,JR-3,,,5.75,m,Baylor Invitational,2021-04-03,,,0.7,Outdoor,https://www.tfrrs.org/results/67986/4169075/Baylor_Invitational/Long-Jump,TFRRS all_performances
"Adams, Kennedy",Texas Tech,Big 12,Long Jump,2021,FR-1,,,5.65,m,Masked Rider Open,2021-04-09,,,0.8,Outdoor,https://www.tfrrs.org/results/69306/4187187/Masked_Rider_Open/Long-Jump,TFRRS all_performances
"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2021,SR-4,,,5.88,m,Masked Rider Open,2021-04-09,,,1.4,Outdoor,https://www.tfrrs.org/results/69306/4187187/Masked_Rider_Open/Long-Jump,TFRRS all_performances
"Kerley, Virginia",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.14,m,Masked Rider Open,2021-04-09,,,1.2,Outdoor,https://www.tfrrs.org/results/69306/4187187/Masked_Rider_Open/Long-Jump,TFRRS all_performances
"Nichols, Monae'",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.34,m,Masked Rider Open,2021-04-09,,,0.4,Outdoor,https://www.tfrrs.org/results/69306/4187187/Masked_Rider_Open/Long-Jump,TFRRS all_performances
"Usoro, Ruth",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.61,m,Masked Rider Open,2021-04-09,,,-0.9,Outdoor,https://www.tfrrs.org/results/69306/4187187/Masked_Rider_Open/Long-Jump,TFRRS all_performances
"Hinton, Kaylee",Texas Tech,Big 12,Long Jump,2021,SR-4,,,5.42,m,2021 Jim Click Shootout,2021-04-10,,,+0.0,Outdoor,https://www.tfrrs.org/results/68576/4217266/2021_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
