athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Jones, Callie",Texas Tech,Big 12,Long Jump,2021,JR-3,,,5.97,m,2021 Jim Click Shootout,2021-04-10,,,-0.2,Outdoor,https://www.tfrrs.org/results/68576/4217266/2021_Jim_Click_Shootout/Long-Jump,TFRRS all_performances
"Adams, Kennedy",Texas Tech,Big 12,Long Jump,2021,FR-1,,,5.78,m,Texas Tech Open,2021-04-23,,,-0.1,Outdoor,https://www.tfrrs.org/results/69830/4226874/Texas_Tech_Open/Long-Jump,TFRRS all_performances
"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2021,JR-3,,,5.74,m,Texas Tech Open,2021-04-23,,,+0.0,Outdoor,https://www.tfrrs.org/results/69830/4226874/Texas_Tech_Open/Long-Jump,TFRRS all_performances
"Hinton, Kaylee",Texas Tech,Big 12,Long Jump,2021,SR-4,,,6.13,m,Texas Tech Open,2021-04-23,,,1.5,Outdoor,https://www.tfrrs.org/results/69830/4226874/Texas_Tech_Open/Long-Jump,TFRRS all_performances
"Kerley, Virginia",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.05,m,Texas Tech Open,2021-04-23,,,1.0,Outdoor,https://www.tfrrs.org/results/69830/4226874/Texas_Tech_Open/Long-Jump,TFRRS all_performances
"Nichols, Monae'",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.31,m,Texas Tech Open,2021-04-23,,,+0.0,Outdoor,https://www.tfrrs.org/results/69830/4226874/Texas_Tech_Open/Long-Jump,TFRRS all_performances
"Usoro, Ruth",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.67,m,Texas Tech Open,2021-04-23,,,0.6,Outdoor,https://www.tfrrs.org/results/69830/4226874/Texas_Tech_Open/Long-Jump,TFRRS all_performances
"Hinton, Kaylee",Texas Tech,Big 12,Long Jump,2021,SR-4,,,6.00,m,Corky/Crofoot Shootout,2021-04-30,,,0.9,Outdoor,https://www.tfrrs.org/results/70044/4246270/Corky_Crofoot_Shootout/Long-Jump,TFRRS all_performances
"Kerley, Virginia",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.17,m,Corky/Crofoot Shootout,2021-04-30,,,0.8,Outdoor,https://www.tfrrs.org/results/70044/4244108/Corky_Crofoot_Shootout/Long-Jump,TFRRS all_performances
"Nichols, Monae'",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.14,m,Corky/Crofoot Shootout,2021-04-30,,,+0.0,Outdoor,https://www.tfrrs.org/results/70044/4244108/Corky_Crofoot_Shootout/Long-Jump,TFRRS all_performances
"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2021,JR-3,,,5.73,m,Big 12 Championships,2021-05-14,,,0.5,Outdoor,https://www.tfrrs.org/results/70288/4266368/Big_12_Championships/Long-Jump,TFRRS all_performances
"Hinton, Kaylee",Texas Tech,Big 12,Long Jump,2021,SR-4,,,5.94,m,Big 12 Championships,2021-05-14,,,1.8,Outdoor,https://www.tfrrs.org/results/70288/4266366/Big_12_Championships/Long-Jump,TFRRS all_performances
"Jones, Callie",Texas Tech,Big 12,Long Jump,2021,JR-3,,,5.72,m,Big 12 Championships,2021-05-14,,,0.8,Outdoor,https://www.tfrrs.org/results/70288/4266366/Big_12_Championships/Long-Jump,TFRRS all_performances
"Kerley, Virginia",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.10,m,Big 12 Championships,2021-05-14,,,0.5,Outdoor,https://www.tfrrs.org/results/70288/4266368/Big_12_Championships/Long-Jump,TFRRS all_performances
"Nichols, Monae'",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.61,m,Big 12 Championships,2021-05-14,,,1.7,Outdoor,https://www.tfrrs.org/results/70288/4266368/Big_12_Championships/Long-Jump,TFRRS all_performances
"Usoro, Ruth",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.60,m,Big 12 Championships,2021-05-14,,,1.1,Outdoor,https://www.tfrrs.org/results/70288/4266368/Big_12_Championships/Long-Jump,TFRRS all_performances
"Hinton, Kaylee",Texas Tech,Big 12,Long Jump,2021,SR-4,,,5.84,m,NCAA Division I West Preliminary Round,2021-05-26,,,1.3,Outdoor,https://www.tfrrs.org/results/70371/4272766/NCAA_Division_I_West_Preliminary_Round/Long-Jump,TFRRS all_performances
"Nichols, Monae'",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.44,m,NCAA Division I West Preliminary Round,2021-05-26,,,1.3,Outdoor,https://www.tfrrs.org/results/70371/4272766/NCAA_Division_I_West_Preliminary_Round/Long-Jump,TFRRS all_performances
"Hinton, Kaylee",Texas Tech,Big 12,Long Jump,2021,SR-4,,,5.48,m,NCAA Division I Track & Field Championships,2021-06-09,,,0.7,Outdoor,https://www.tfrrs.org/results/70445/4276699/NCAA_Division_I_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Jones, Callie",Texas Tech,Big 12,Long Jump,2021,JR-3,,,5.56,m,NCAA Division I Track & Field Championships,2021-06-09,,,0.7,Outdoor,https://www.tfrrs.org/results/70445/4276699/NCAA_Division_I_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Nichols, Monae'",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.28,m,NCAA Division I Track & Field Championships,2021-06-09,,,0.1,Outdoor,https://www.tfrrs.org/results/70445/4276117/NCAA_Division_I_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Usoro, Ruth",Texas Tech,Big 12,Long Jump,2021,JR-3,,,6.36,m,NCAA Division I Track & Field Championships,2021-06-09,,,0.5,Outdoor,https://www.tfrrs.org/results/70445/4276117/NCAA_Division_I_Track__Field_Championships/Long-Jump,TFRRS all_performances
