index,athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
207,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,6.01,m,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,0.2,Outdoor,https://www.tfrrs.org/results/45804/2876203/Big_Ten_Conference_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
208,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,6.03,m,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,1.0,Outdoor,https://www.tfrrs.org/results/45804/2876203/Big_Ten_Conference_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
209,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.70,m,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,0.8,Outdoor,https://www.tfrrs.org/results/45804/2876203/Big_Ten_Conference_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
210,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.74,m,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,0.5,Outdoor,https://www.tfrrs.org/results/45804/2876203/Big_Ten_Conference_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
211,"Williams, Tierra",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.25,m,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,1.2,Outdoor,https://www.tfrrs.org/results/45804/2876203/Big_Ten_Conference_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
212,"Williams, Tierra",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.26,m,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,0.7,Outdoor,https://www.tfrrs.org/results/45804/2876203/Big_Ten_Conference_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
213,"Williams, Tierra",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.40,m,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,1.6,Outdoor,https://www.tfrrs.org/results/45804/2876203/Big_Ten_Conference_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
214,"Freeman, Chanel",Nebraska,Big Ten,100H,2016,FR-1,,,13.67,seconds,NCAA Division I - West Preliminary Round,2016-05-26,,,1.3,Outdoor,https://www.tfrrs.org/results/46681/2882659/NCAA_Division_I_-_West_Preliminary_Round/100-Hurdles,TFRRS all_performances
215,"Barge, Jasmine",Nebraska,Big Ten,400H,2016,FR-1,,,58.33,seconds,NCAA Division I - West Preliminary Round,2016-05-26,,,,Outdoor,https://www.tfrrs.org/results/46681/2882643/NCAA_Division_I_-_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
216,"Dowell, Kristen",Nebraska,Big Ten,400H,2016,SO-2,,,1:00.64,seconds,NCAA Division I - West Preliminary Round,2016-05-26,,,,Outdoor,https://www.tfrrs.org/results/46681/2882643/NCAA_Division_I_-_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
217,"Pahlitzsch, Karolina",Nebraska,Big Ten,400H,2016,SO-2,,,58.17,seconds,NCAA Division I - West Preliminary Round,2016-05-26,,,,Outdoor,https://www.tfrrs.org/results/46681/2882643/NCAA_Division_I_-_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
218,"Czuth, Reka",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.67,m,NCAA Division I - West Preliminary Round,2016-05-26,,,+0.0,Outdoor,https://www.tfrrs.org/results/46681/2882654/NCAA_Division_I_-_West_Preliminary_Round/Long-Jump,TFRRS all_performances
219,"Czuth, Reka",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.99,m,NCAA Division I - West Preliminary Round,2016-05-26,,,+0.0,Outdoor,https://www.tfrrs.org/results/46681/2882654/NCAA_Division_I_-_West_Preliminary_Round/Long-Jump,TFRRS all_performances
220,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.61,m,NCAA Division I - West Preliminary Round,2016-05-26,,,+0.0,Outdoor,https://www.tfrrs.org/results/46681/2882654/NCAA_Division_I_-_West_Preliminary_Round/Long-Jump,TFRRS all_performances
221,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.74,m,NCAA Division I - West Preliminary Round,2016-05-26,,,+0.0,Outdoor,https://www.tfrrs.org/results/46681/2882654/NCAA_Division_I_-_West_Preliminary_Round/Long-Jump,TFRRS all_performances
222,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.91,m,NCAA Division I - West Preliminary Round,2016-05-26,,,+0.0,Outdoor,https://www.tfrrs.org/results/46681/2882654/NCAA_Division_I_-_West_Preliminary_Round/Long-Jump,TFRRS all_performances
223,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.99,m,NCAA Division I - West Preliminary Round,2016-05-26,,,+0.0,Outdoor,https://www.tfrrs.org/results/46681/2882654/NCAA_Division_I_-_West_Preliminary_Round/Long-Jump,TFRRS all_performances
224,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.01,m,NCAA Division I - West Preliminary Round,2016-05-26,,,+0.0,Outdoor,https://www.tfrrs.org/results/46681/2882654/NCAA_Division_I_-_West_Preliminary_Round/Long-Jump,TFRRS all_performances
225,"Williams, Tierra",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.20,m,NCAA Division I - West Preliminary Round,2016-05-26,,,+0.0,Outdoor,https://www.tfrrs.org/results/46681/2882654/NCAA_Division_I_-_West_Preliminary_Round/Long-Jump,TFRRS all_performances
226,"Williams, Tierra",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.41,m,NCAA Division I - West Preliminary Round,2016-05-26,,,+0.0,Outdoor,https://www.tfrrs.org/results/46681/2882654/NCAA_Division_I_-_West_Preliminary_Round/Long-Jump,TFRRS all_performances
227,"Pahlitzsch, Karolina",Nebraska,Big Ten,400H,2016,SO-2,,,59.05,seconds,NCAA Division I Track & Field Championships,2016-06-08,,,,Outdoor,https://www.tfrrs.org/results/46699/2884162/NCAA_Division_I_Track__Field_Championships/400-Hurdles,TFRRS all_performances
228,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.83,m,NCAA Division I Track & Field Championships,2016-06-08,,,-1.0,Outdoor,https://www.tfrrs.org/results/46699/2884173/NCAA_Division_I_Track__Field_Championships/Long-Jump,TFRRS all_performances
229,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.91,m,NCAA Division I Track & Field Championships,2016-06-08,,,-0.3,Outdoor,https://www.tfrrs.org/results/46699/2884173/NCAA_Division_I_Track__Field_Championships/Long-Jump,TFRRS all_performances
230,"Williams, Tierra",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.97,m,NCAA Division I Track & Field Championships,2016-06-08,,,-0.7,Outdoor,https://www.tfrrs.org/results/46699/2884173/NCAA_Division_I_Track__Field_Championships/Long-Jump,TFRRS all_performances
231,"Williams, Tierra",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.15,m,NCAA Division I Track & Field Championships,2016-06-08,,,-0.8,Outdoor,https://www.tfrrs.org/results/46699/2884173/NCAA_Division_I_Track__Field_Championships/Long-Jump,TFRRS all_performances
232,"Horsley, Ashante",Oregon,Big Ten,400m,2016,JR-3,,,54.22,seconds,Willie Williams Classic,2016-03-18,,,,Outdoor,https://www.tfrrs.org/results/43804/2718878/Willie_Williams_Classic/400-Meters,TFRRS all_performances
233,"Jackson, Khadejah",Oregon,Big Ten,400m,2016,FR-1,,,59.35,seconds,Willie Williams Classic,2016-03-18,,,,Outdoor,https://www.tfrrs.org/results/43804/2718878/Willie_Williams_Classic/400-Meters,TFRRS all_performances
234,"Rogers, Raevyn",Oregon,Big Ten,400m,2016,SO-2,,,52.30,seconds,Willie Williams Classic,2016-03-18,,,,Outdoor,https://www.tfrrs.org/results/43804/2718878/Willie_Williams_Classic/400-Meters,TFRRS all_performances
235,"Johnson, Alaysha",Oregon,Big Ten,100H,2016,FR-1,,,13.06,seconds,Pepsi Invitational,2016-04-09,,,0.9,Outdoor,https://www.tfrrs.org/results/43371/2781336/Pepsi_Invitational/100-Hurdles,TFRRS all_performances
236,"Wallace, Sasha",Oregon,Big Ten,100H,2016,JR-3,,,13.12,seconds,Pepsi Invitational,2016-04-09,,,0.9,Outdoor,https://www.tfrrs.org/results/43371/2781336/Pepsi_Invitational/100-Hurdles,TFRRS all_performances
237,"Jackson, Khadejah",Oregon,Big Ten,400H,2016,FR-1,,,59.97,seconds,Pepsi Invitational,2016-04-09,,,,Outdoor,https://www.tfrrs.org/results/43371/2781354/Pepsi_Invitational/400-Hurdles,TFRRS all_performances
238,"Johnson, Alaysha",Oregon,Big Ten,400H,2016,FR-1,,,59.18,seconds,Pepsi Invitational,2016-04-09,,,,Outdoor,https://www.tfrrs.org/results/43371/2781354/Pepsi_Invitational/400-Hurdles,TFRRS all_performances
239,"Feldmeier, Brooke",Oregon,Big Ten,400m,2016,SO-2,,,55.36,seconds,Pepsi Invitational,2016-04-09,,,,Outdoor,https://www.tfrrs.org/results/43371/2781357/Pepsi_Invitational/400-Meters,TFRRS all_performances
240,"Horsley, Ashante",Oregon,Big Ten,400m,2016,JR-3,,,54.67,seconds,Pepsi Invitational,2016-04-09,,,,Outdoor,https://www.tfrrs.org/results/43371/2781357/Pepsi_Invitational/400-Meters,TFRRS all_performances
241,"Varela, Madelayne",Oregon,Big Ten,Long Jump,2016,JR-3,,,5.20,m,Pepsi Invitational,2016-04-09,,,2.0,Outdoor,https://www.tfrrs.org/results/43371/2781364/Pepsi_Invitational/Long-Jump,TFRRS all_performances
242,"Wallace, Sasha",Oregon,Big Ten,100H,2016,SR-4,,,13.01,seconds,Mt. SAC Relays,2016-04-14,,,2.0,Outdoor,https://www.tfrrs.org/results/45871/2806893/Mt_SAC_Relays/100-Hurdles,TFRRS all_performances
243,"Jackson, Khadejah",Oregon,Big Ten,400H,2016,FR-1,,,1:02.14,seconds,Oregon Relays,2016-04-15,,,,Outdoor,https://www.tfrrs.org/results/43373/2806242/Oregon_Relays/400-Hurdles,TFRRS all_performances
244,"Horsley, Ashante",Oregon,Big Ten,400m,2016,JR-3,,,54.89,seconds,Oregon Relays,2016-04-15,,,,Outdoor,https://www.tfrrs.org/results/43373/2806339/Oregon_Relays/400-Meters,TFRRS all_performances
245,"Varela, Madelayne",Oregon,Big Ten,Long Jump,2016,JR-3,,,5.52,m,Oregon Relays,2016-04-15,,,1.5,Outdoor,https://www.tfrrs.org/results/43373/2806332/Oregon_Relays/Long-Jump,TFRRS all_performances
246,"Varela, Madelayne",Oregon,Big Ten,Long Jump,2016,JR-3,,,5.57,m,Oregon Relays,2016-04-15,,,1.3,Outdoor,https://www.tfrrs.org/results/43373/2806332/Oregon_Relays/Long-Jump,TFRRS all_performances
247,"Johnson, Alaysha",Oregon,Big Ten,100H,2016,FR-1,,,13.28,seconds,Penn Relays,2016-04-28,,,-0.7,Outdoor,https://www.tfrrs.org/results/46385/2849682/Penn_Relays/100-Hurdles,TFRRS all_performances
248,"Johnson, Alaysha",Oregon,Big Ten,100H,2016,FR-1,,,13.85,seconds,Penn Relays,2016-04-28,,,1.6,Outdoor,https://www.tfrrs.org/results/46385/2856055/Penn_Relays/100-Hurdles,TFRRS all_performances
249,"Wallace, Sasha",Oregon,Big Ten,100H,2016,JR-3,,,13.24,seconds,Penn Relays,2016-04-28,,,-0.7,Outdoor,https://www.tfrrs.org/results/46385/2849682/Penn_Relays/100-Hurdles,TFRRS all_performances
250,"Wallace, Sasha",Oregon,Big Ten,100H,2016,JR-3,,,13.25,seconds,Penn Relays,2016-04-28,,,0.8,Outdoor,https://www.tfrrs.org/results/46385/2856055/Penn_Relays/100-Hurdles,TFRRS all_performances
251,"Jackson, Khadejah",Oregon,Big Ten,400H,2016,FR-1,,,1:01.05,seconds,2016 OSU High Performance Meet,2016-04-29,,,,Outdoor,https://www.tfrrs.org/results/43687/2844997/2016_OSU_High_Performance_Meet/400-Hurdles,TFRRS all_performances
252,"Varela, Madelayne",Oregon,Big Ten,Long Jump,2016,JR-3,,,3.59,m,Oregon Twilight,2016-05-06,,,1.8,Outdoor,https://www.tfrrs.org/results/43374/2859770/Oregon_Twilight/Long-Jump,TFRRS all_performances
253,"Johnson, Alaysha",Oregon,Big Ten,100H,2016,FR-1,,,13.27,seconds,Pac-12 Outdoor Track & Field Championships,2016-05-14,,,1.0,Outdoor,https://www.tfrrs.org/results/45708/2877264/Pac-12_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
254,"Johnson, Alaysha",Oregon,Big Ten,100H,2016,FR-1,,,13.34,seconds,Pac-12 Outdoor Track & Field Championships,2016-05-14,,,-0.5,Outdoor,https://www.tfrrs.org/results/45708/2877264/Pac-12_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
255,"Wallace, Sasha",Oregon,Big Ten,100H,2016,JR-3,,,13.09,seconds,Pac-12 Outdoor Track & Field Championships,2016-05-14,,,-0.5,Outdoor,https://www.tfrrs.org/results/45708/2877264/Pac-12_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
256,"Wallace, Sasha",Oregon,Big Ten,100H,2016,JR-3,,,13.28,seconds,Pac-12 Outdoor Track & Field Championships,2016-05-14,,,0.2,Outdoor,https://www.tfrrs.org/results/45708/2877264/Pac-12_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
257,"Jackson, Khadejah",Oregon,Big Ten,400H,2016,FR-1,,,1:01.16,seconds,Pac-12 Outdoor Track & Field Championships,2016-05-14,,,,Outdoor,https://www.tfrrs.org/results/45708/2877263/Pac-12_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
258,"Johnson, Alaysha",Oregon,Big Ten,400H,2016,FR-1,,,1:00.99,seconds,Pac-12 Outdoor Track & Field Championships,2016-05-14,,,,Outdoor,https://www.tfrrs.org/results/45708/2877263/Pac-12_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
259,"Horsley, Ashante",Oregon,Big Ten,400m,2016,JR-3,,,53.82,seconds,Pac-12 Outdoor Track & Field Championships,2016-05-14,,,,Outdoor,https://www.tfrrs.org/results/45708/2877289/Pac-12_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
260,"Horsley, Ashante",Oregon,Big Ten,400m,2016,JR-3,,,54.75,seconds,Pac-12 Outdoor Track & Field Championships,2016-05-14,,,,Outdoor,https://www.tfrrs.org/results/45708/2877289/Pac-12_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
261,"Todd, Jasmine",Oregon,Big Ten,Long Jump,2016,JR-3,,,5.87,m,Pac-12 Outdoor Track & Field Championships,2016-05-14,,,0.2,Outdoor,https://www.tfrrs.org/results/45708/2877300/Pac-12_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
262,"Todd, Jasmine",Oregon,Big Ten,Long Jump,2016,JR-3,,,6.09,m,Pac-12 Outdoor Track & Field Championships,2016-05-14,,,-1.0,Outdoor,https://www.tfrrs.org/results/45708/2877300/Pac-12_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
263,"Todd, Jasmine",Oregon,Big Ten,Long Jump,2016,JR-3,,,6.18,m,Pac-12 Outdoor Track & Field Championships,2016-05-14,,,1.6,Outdoor,https://www.tfrrs.org/results/45708/2877300/Pac-12_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
264,"Todd, Jasmine",Oregon,Big Ten,Long Jump,2016,JR-3,,,6.27,m,Pac-12 Outdoor Track & Field Championships,2016-05-14,,,1.3,Outdoor,https://www.tfrrs.org/results/45708/2877300/Pac-12_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
265,"Johnson, Alaysha",Oregon,Big Ten,100H,2016,FR-1,,,12.97,seconds,NCAA Division I - West Preliminary Round,2016-05-26,,,1.3,Outdoor,https://www.tfrrs.org/results/46681/2882659/NCAA_Division_I_-_West_Preliminary_Round/100-Hurdles,TFRRS all_performances
266,"Wallace, Sasha",Oregon,Big Ten,100H,2016,JR-3,,,13.20,seconds,NCAA Division I - West Preliminary Round,2016-05-26,,,-0.7,Outdoor,https://www.tfrrs.org/results/46681/2882659/NCAA_Division_I_-_West_Preliminary_Round/100-Hurdles,TFRRS all_performances
267,"Horsley, Ashante",Oregon,Big Ten,400m,2016,JR-3,,,54.20,seconds,NCAA Division I - West Preliminary Round,2016-05-26,,,,Outdoor,https://www.tfrrs.org/results/46681/2882658/NCAA_Division_I_-_West_Preliminary_Round/400-Meters,TFRRS all_performances
268,"Johnson, Alaysha",Oregon,Big Ten,100H,2016,FR-1,,,13.42,seconds,NCAA Division I Track & Field Championships,2016-06-08,,,1.1,Outdoor,https://www.tfrrs.org/results/46699/2884186/NCAA_Division_I_Track__Field_Championships/100-Hurdles,TFRRS all_performances
269,"Wallace, Sasha",Oregon,Big Ten,100H,2016,JR-3,,,12.95,seconds,NCAA Division I Track & Field Championships,2016-06-08,,,1.1,Outdoor,https://www.tfrrs.org/results/46699/2884186/NCAA_Division_I_Track__Field_Championships/100-Hurdles,TFRRS all_performances
270,"Graham, Jasmyne",USC,Big Ten,100H,2016,FR-1,,,13.44,seconds,Trojan Invitational,2016-03-18,,,-0.7,Outdoor,https://www.tfrrs.org/results/44543/2718365/Trojan_Invitational/100-Hurdles,TFRRS all_performances
271,"Iuel, Amalie",USC,Big Ten,100H,2016,JR-3,,,13.72,seconds,Trojan Invitational,2016-03-18,,,-0.7,Outdoor,https://www.tfrrs.org/results/44543/2718365/Trojan_Invitational/100-Hurdles,TFRRS all_performances
272,"Pettigrew, Cameron",USC,Big Ten,400m,2016,JR-3,,,54.97,seconds,Trojan Invitational,2016-03-18,,,,Outdoor,https://www.tfrrs.org/results/44543/2718373/Trojan_Invitational/400-Meters,TFRRS all_performances
273,"Graham, Jasmyne",USC,Big Ten,Long Jump,2016,FR-1,,,5.69,m,Trojan Invitational,2016-03-18,,,0.2,Outdoor,https://www.tfrrs.org/results/44543/2718366/Trojan_Invitational/Long-Jump,TFRRS all_performances
274,"Graham, Jasmyne",USC,Big Ten,Long Jump,2016,FR-1,,,5.71,m,Trojan Invitational,2016-03-18,,,-0.1,Outdoor,https://www.tfrrs.org/results/44543/2718366/Trojan_Invitational/Long-Jump,TFRRS all_performances
275,"Graham, Jasmyne",USC,Big Ten,100H,2016,FR-1,,,13.27,seconds,Power Conference Cardinal & Gold,2016-03-25,,,0.3,Outdoor,https://www.tfrrs.org/results/44866/2738957/Power_Conference_Cardinal__Gold/100-Hurdles,TFRRS all_performances
276,"Lopes, Lyndsey",USC,Big Ten,100H,2016,FR-1,,,14.49,seconds,Power Conference Cardinal & Gold,2016-03-25,,,0.3,Outdoor,https://www.tfrrs.org/results/44866/2738957/Power_Conference_Cardinal__Gold/100-Hurdles,TFRRS all_performances
277,"Iuel, Amalie",USC,Big Ten,400H,2016,JR-3,,,57.33,seconds,Power Conference Cardinal & Gold,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/44866/2738936/Power_Conference_Cardinal__Gold/400-Hurdles,TFRRS all_performances
278,"Ellis, Kendall",USC,Big Ten,400m,2016,SO-2,,,52.45,seconds,Power Conference Cardinal & Gold,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/44866/2738943/Power_Conference_Cardinal__Gold/400-Meters,TFRRS all_performances
279,"Pettigrew, Cameron",USC,Big Ten,400m,2016,JR-3,,,54.79,seconds,Power Conference Cardinal & Gold,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/44866/2738943/Power_Conference_Cardinal__Gold/400-Meters,TFRRS all_performances
280,"Stepter, Jaide",USC,Big Ten,400m,2016,SR-4,,,50.91,seconds,Power Conference Cardinal & Gold,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/44866/2738943/Power_Conference_Cardinal__Gold/400-Meters,TFRRS all_performances
281,"Graham, Jasmyne",USC,Big Ten,Long Jump,2016,FR-1,,,5.53,m,Power Conference Cardinal & Gold,2016-03-25,,,0.7,Outdoor,https://www.tfrrs.org/results/44866/2738938/Power_Conference_Cardinal__Gold/Long-Jump,TFRRS all_performances
282,"Lopes, Lyndsey",USC,Big Ten,Long Jump,2016,FR-1,,,5.53,m,Power Conference Cardinal & Gold,2016-03-25,,,-1.0,Outdoor,https://www.tfrrs.org/results/44866/2738938/Power_Conference_Cardinal__Gold/Long-Jump,TFRRS all_performances
283,"Lopes, Lyndsey",USC,Big Ten,Long Jump,2016,FR-1,,,5.54,m,Power Conference Cardinal & Gold,2016-03-25,,,1.5,Outdoor,https://www.tfrrs.org/results/44866/2738938/Power_Conference_Cardinal__Gold/Long-Jump,TFRRS all_performances
284,"Iuel, Amalie",USC,Big Ten,100H,2016,JR-3,,,13.90,seconds,Sam Adams Combined Events,2016-04-01,,,-0.5,Outdoor,https://www.tfrrs.org/results/43720/2761197/Sam_Adams_Combined_Events_/100-Hurdles,TFRRS all_performances
285,"Iuel, Amalie",USC,Big Ten,Long Jump,2016,JR-3,,,6.04,m,Sam Adams Combined Events,2016-04-01,,,+0.0,Outdoor,https://www.tfrrs.org/results/43720/2761194/Sam_Adams_Combined_Events_/Long-Jump,TFRRS all_performances
286,"Lopes, Lyndsey",USC,Big Ten,100H,2016,FR-1,,,14.46,seconds,California Collegiate Invitational,2016-04-02,,,+0.0,Outdoor,https://www.tfrrs.org/results/43934/2760497/California_Collegiate_Invitational/100-Hurdles,TFRRS all_performances
287,"Pettigrew, Cameron",USC,Big Ten,400m,2016,JR-3,,,54.84,seconds,California Collegiate Invitational,2016-04-02,,,,Outdoor,https://www.tfrrs.org/results/43934/2760520/California_Collegiate_Invitational/400-Meters,TFRRS all_performances
288,"Lopes, Lyndsey",USC,Big Ten,Long Jump,2016,FR-1,,,5.30,m,California Collegiate Invitational,2016-04-02,,,1.1,Outdoor,https://www.tfrrs.org/results/43934/2760517/California_Collegiate_Invitational/Long-Jump,TFRRS all_performances
289,"Lopes, Lyndsey",USC,Big Ten,Long Jump,2016,FR-1,,,5.37,m,California Collegiate Invitational,2016-04-02,,,-0.6,Outdoor,https://www.tfrrs.org/results/43934/2760517/California_Collegiate_Invitational/Long-Jump,TFRRS all_performances
290,"Lopes, Lyndsey",USC,Big Ten,Long Jump,2016,FR-1,,,5.43,m,California Collegiate Invitational,2016-04-02,,,0.7,Outdoor,https://www.tfrrs.org/results/43934/2760517/California_Collegiate_Invitational/Long-Jump,TFRRS all_performances
291,"Graham, Jasmyne",USC,Big Ten,100H,2016,FR-1,,,13.27,seconds,Pepsi Invitational,2016-04-09,,,0.9,Outdoor,https://www.tfrrs.org/results/43371/2781336/Pepsi_Invitational/100-Hurdles,TFRRS all_performances
292,"Lopes, Lyndsey",USC,Big Ten,100H,2016,FR-1,,,14.27,seconds,Pepsi Invitational,2016-04-09,,,0.9,Outdoor,https://www.tfrrs.org/results/43371/2781336/Pepsi_Invitational/100-Hurdles,TFRRS all_performances
293,"Iuel, Amalie",USC,Big Ten,400H,2016,JR-3,,,57.20,seconds,Pepsi Invitational,2016-04-09,,,,Outdoor,https://www.tfrrs.org/results/43371/2781354/Pepsi_Invitational/400-Hurdles,TFRRS all_performances
294,"Stepter, Jaide",USC,Big Ten,400H,2016,SR-4,,,55.91,seconds,Pepsi Invitational,2016-04-09,,,,Outdoor,https://www.tfrrs.org/results/43371/2781354/Pepsi_Invitational/400-Hurdles,TFRRS all_performances
295,"Pettigrew, Cameron",USC,Big Ten,400m,2016,JR-3,,,54.98,seconds,Pepsi Invitational,2016-04-09,,,,Outdoor,https://www.tfrrs.org/results/43371/2781357/Pepsi_Invitational/400-Meters,TFRRS all_performances
296,"Graham, Jasmyne",USC,Big Ten,Long Jump,2016,FR-1,,,5.66,m,Pepsi Invitational,2016-04-09,,,1.6,Outdoor,https://www.tfrrs.org/results/43371/2781364/Pepsi_Invitational/Long-Jump,TFRRS all_performances
297,"Graham, Jasmyne",USC,Big Ten,Long Jump,2016,FR-1,,,5.82,m,Pepsi Invitational,2016-04-09,,,0.9,Outdoor,https://www.tfrrs.org/results/43371/2781364/Pepsi_Invitational/Long-Jump,TFRRS all_performances
298,"Graham, Jasmyne",USC,Big Ten,Long Jump,2016,FR-1,,,5.98,m,Pepsi Invitational,2016-04-09,,,1.4,Outdoor,https://www.tfrrs.org/results/43371/2781364/Pepsi_Invitational/Long-Jump,TFRRS all_performances
299,"Jones, Margaux",USC,Big Ten,Long Jump,2016,FR-1,,,5.95,m,Pepsi Invitational,2016-04-09,,,1.1,Outdoor,https://www.tfrrs.org/results/43371/2781364/Pepsi_Invitational/Long-Jump,TFRRS all_performances
