index,athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
377,"Rockwell, Taylor",Texas Tech,Big 12,400m,2019,SR-4,,,56.02,seconds,ACU Wes Kittley Invitational & Multi 2019,2019-03-14,,,,Outdoor,https://www.tfrrs.org/results/60064/3679978/ACU_Wes_Kittley_Invitational__Multi_2019/400-Meters,TFRRS all_performances
378,"Glenn, Kyla",Texas Tech,Big 12,100H,2019,SO-2,,,14.20,seconds,Fearless Champion Open,2019-03-22,,,-0.2,Outdoor,https://www.tfrrs.org/results/60862/3699906/Fearless_Champion_Open/100-Hurdles,TFRRS all_performances
379,"Harris, Kaylor",Texas Tech,Big 12,100H,2019,SO-2,,,14.10,seconds,Fearless Champion Open,2019-03-22,,,-0.2,Outdoor,https://www.tfrrs.org/results/60862/3699906/Fearless_Champion_Open/100-Hurdles,TFRRS all_performances
380,"Njoku, Rose",Texas Tech,Big 12,100H,2019,JR-3,,,13.69,seconds,Fearless Champion Open,2019-03-22,,,-0.2,Outdoor,https://www.tfrrs.org/results/60862/3699906/Fearless_Champion_Open/100-Hurdles,TFRRS all_performances
381,"Willams, Tiara",Texas Tech,Big 12,100H,2019,JR-3,,,14.10,seconds,Fearless Champion Open,2019-03-22,,,-0.2,Outdoor,https://www.tfrrs.org/results/60862/3699906/Fearless_Champion_Open/100-Hurdles,TFRRS all_performances
382,"Birch, Damajahnee",Texas Tech,Big 12,400H,2019,JR-3,,,59.97,seconds,Fearless Champion Open,2019-03-22,,,,Outdoor,https://www.tfrrs.org/results/60862/3699894/Fearless_Champion_Open/400-Hurdles,TFRRS all_performances
383,"Johnson, Alaysha",Texas Tech,Big 12,400H,2019,SR-4,,,1:00.20,seconds,Fearless Champion Open,2019-03-22,,,,Outdoor,https://www.tfrrs.org/results/60862/3699894/Fearless_Champion_Open/400-Hurdles,TFRRS all_performances
384,"Price, Lexye",Texas Tech,Big 12,400H,2019,FR-1,,,1:01.91,seconds,Fearless Champion Open,2019-03-22,,,,Outdoor,https://www.tfrrs.org/results/60862/3699894/Fearless_Champion_Open/400-Hurdles,TFRRS all_performances
385,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.19,m,Fearless Champion Open,2019-03-22,,,0.7,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
386,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.45,m,Fearless Champion Open,2019-03-22,,,1.6,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
387,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.85,m,Fearless Champion Open,2019-03-22,,,-0.3,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
388,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.95,m,Fearless Champion Open,2019-03-22,,,0.5,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
389,"Evans, Maya",Texas Tech,Big 12,Long Jump,2019,FR-1,,,5.34,m,Fearless Champion Open,2019-03-22,,,0.5,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
390,"Evans, Maya",Texas Tech,Big 12,Long Jump,2019,FR-1,,,5.65,m,Fearless Champion Open,2019-03-22,,,2.0,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
391,"Evans, Maya",Texas Tech,Big 12,Long Jump,2019,FR-1,,,5.82,m,Fearless Champion Open,2019-03-22,,,1.8,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
392,"Johnson, Brianna",Texas Tech,Big 12,Long Jump,2019,SO-2,,,4.59,m,Fearless Champion Open,2019-03-22,,,1.9,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
393,"Johnson, Brianna",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.03,m,Fearless Champion Open,2019-03-22,,,-0.4,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
394,"Johnson, Brianna",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.26,m,Fearless Champion Open,2019-03-22,,,1.4,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
395,"Murrell, Talajah",Texas Tech,Big 12,Long Jump,2019,SR-4,,,5.58,m,Fearless Champion Open,2019-03-22,,,1.6,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
396,"Njoku, Rose",Texas Tech,Big 12,Long Jump,2019,JR-3,,,5.71,m,Fearless Champion Open,2019-03-22,,,-0.1,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
397,"Willams, Tiara",Texas Tech,Big 12,Long Jump,2019,JR-3,,,5.82,m,Fearless Champion Open,2019-03-22,,,1.0,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
398,"Willams, Tiara",Texas Tech,Big 12,Long Jump,2019,JR-3,,,5.93,m,Fearless Champion Open,2019-03-22,,,1.0,Outdoor,https://www.tfrrs.org/results/60862/3699908/Fearless_Champion_Open/Long-Jump,TFRRS all_performances
399,"Johnson, Alaysha",Texas Tech,Big 12,100H,2019,SR-4,,,13.26,seconds,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,,,1.3,Outdoor,https://www.tfrrs.org/results/59286/3721787/2019_92nd_Clyde_Littlefield_Texas_Relays/100-Hurdles,TFRRS all_performances
400,"Birch, Damajahnee",Texas Tech,Big 12,400H,2019,JR-3,,,58.95,seconds,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,,,,Outdoor,https://www.tfrrs.org/results/59286/3721712/2019_92nd_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
401,"Price, Lexye",Texas Tech,Big 12,400H,2019,FR-1,,,1:01.02,seconds,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,,,,Outdoor,https://www.tfrrs.org/results/59286/3721712/2019_92nd_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
402,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.71,m,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,,,1.1,Outdoor,https://www.tfrrs.org/results/59286/3721772/2019_92nd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
403,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.75,m,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,,,1.6,Outdoor,https://www.tfrrs.org/results/59286/3721772/2019_92nd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
404,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.84,m,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,,,1.9,Outdoor,https://www.tfrrs.org/results/59286/3721772/2019_92nd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
405,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.99,m,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,,,1.6,Outdoor,https://www.tfrrs.org/results/59286/3721772/2019_92nd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
406,"Evans, Maya",Texas Tech,Big 12,Long Jump,2019,FR-1,,,5.86,m,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,,,1.3,Outdoor,https://www.tfrrs.org/results/59286/3721772/2019_92nd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
407,"Evans, Maya",Texas Tech,Big 12,Long Jump,2019,FR-1,,,6.04,m,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,,,1.7,Outdoor,https://www.tfrrs.org/results/59286/3721772/2019_92nd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
408,"Walker, Ivy",Texas Tech,Big 12,Long Jump,2019,JR-3,,,6.06,m,2019 92nd Clyde Littlefield Texas Relays,2019-03-27,,,1.7,Outdoor,https://www.tfrrs.org/results/59286/3721772/2019_92nd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
409,"Harris, Kaylor",Texas Tech,Big 12,100H,2019,SO-2,,,13.82,seconds,The Reveille Meet,2019-04-06,,,1.0,Outdoor,https://www.tfrrs.org/results/61495/3745172/The_Reveille_Meet/100-Hurdles,TFRRS all_performances
410,"Johnson, Alaysha",Texas Tech,Big 12,100H,2019,SR-4,,,13.33,seconds,The Reveille Meet,2019-04-06,,,0.5,Outdoor,https://www.tfrrs.org/results/61495/3745172/The_Reveille_Meet/100-Hurdles,TFRRS all_performances
411,"Njoku, Rose",Texas Tech,Big 12,100H,2019,JR-3,,,13.80,seconds,Jim Click Shootout,2019-04-06,,,1.8,Outdoor,https://www.tfrrs.org/results/59968/3745263/Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
412,"Walker, Ivy",Texas Tech,Big 12,100H,2019,JR-3,,,14.20,seconds,The Reveille Meet,2019-04-06,,,1.0,Outdoor,https://www.tfrrs.org/results/61495/3745172/The_Reveille_Meet/100-Hurdles,TFRRS all_performances
413,"Willams, Tiara",Texas Tech,Big 12,100H,2019,JR-3,,,14.34,seconds,Jim Click Shootout,2019-04-06,,,1.8,Outdoor,https://www.tfrrs.org/results/59968/3745263/Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
414,"Birch, Damajahnee",Texas Tech,Big 12,400H,2019,JR-3,,,58.67,seconds,The Reveille Meet,2019-04-06,,,,Outdoor,https://www.tfrrs.org/results/61495/3745160/The_Reveille_Meet/400-Hurdles,TFRRS all_performances
415,"Price, Lexye",Texas Tech,Big 12,400m,2019,FR-1,,,55.41,seconds,The Reveille Meet,2019-04-06,,,,Outdoor,https://www.tfrrs.org/results/61495/3745170/The_Reveille_Meet/400-Meters,TFRRS all_performances
416,"Rockwell, Taylor",Texas Tech,Big 12,400m,2019,SR-4,,,55.60,seconds,The Reveille Meet,2019-04-06,,,,Outdoor,https://www.tfrrs.org/results/61495/3745170/The_Reveille_Meet/400-Meters,TFRRS all_performances
417,"Warden, Jadsia",Texas Tech,Big 12,400m,2019,JR-3,,,54.53,seconds,The Reveille Meet,2019-04-06,,,,Outdoor,https://www.tfrrs.org/results/61495/3745170/The_Reveille_Meet/400-Meters,TFRRS all_performances
418,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.74,m,The Reveille Meet,2019-04-06,,,1.9,Outdoor,https://www.tfrrs.org/results/61495/3745174/The_Reveille_Meet/Long-Jump,TFRRS all_performances
419,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.93,m,The Reveille Meet,2019-04-06,,,0.5,Outdoor,https://www.tfrrs.org/results/61495/3745174/The_Reveille_Meet/Long-Jump,TFRRS all_performances
420,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,6.23,m,The Reveille Meet,2019-04-06,,,1.7,Outdoor,https://www.tfrrs.org/results/61495/3745174/The_Reveille_Meet/Long-Jump,TFRRS all_performances
421,"Murrell, Talajah",Texas Tech,Big 12,Long Jump,2019,SR-4,,,5.33,m,The Reveille Meet,2019-04-06,,,1.8,Outdoor,https://www.tfrrs.org/results/61495/3745174/The_Reveille_Meet/Long-Jump,TFRRS all_performances
422,"Murrell, Talajah",Texas Tech,Big 12,Long Jump,2019,SR-4,,,5.51,m,The Reveille Meet,2019-04-06,,,1.7,Outdoor,https://www.tfrrs.org/results/61495/3745174/The_Reveille_Meet/Long-Jump,TFRRS all_performances
423,"Njoku, Rose",Texas Tech,Big 12,Long Jump,2019,JR-3,,,5.39,m,Jim Click Shootout,2019-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/59968/3745267/Jim_Click_Shootout/Long-Jump,TFRRS all_performances
424,"Njoku, Rose",Texas Tech,Big 12,Long Jump,2019,JR-3,,,5.52,m,Jim Click Shootout,2019-04-06,,,1.2,Outdoor,https://www.tfrrs.org/results/59968/3745267/Jim_Click_Shootout/Long-Jump,TFRRS all_performances
425,"Willams, Tiara",Texas Tech,Big 12,Long Jump,2019,JR-3,,,3.40,m,Jim Click Shootout,2019-04-06,,,+0.0,Outdoor,https://www.tfrrs.org/results/59968/3745267/Jim_Click_Shootout/Long-Jump,TFRRS all_performances
426,"Willams, Tiara",Texas Tech,Big 12,Long Jump,2019,JR-3,,,5.44,m,Jim Click Shootout,2019-04-06,,,1.1,Outdoor,https://www.tfrrs.org/results/59968/3745267/Jim_Click_Shootout/Long-Jump,TFRRS all_performances
427,"Willams, Tiara",Texas Tech,Big 12,Long Jump,2019,JR-3,,,5.72,m,Jim Click Shootout,2019-04-06,,,0.5,Outdoor,https://www.tfrrs.org/results/59968/3745267/Jim_Click_Shootout/Long-Jump,TFRRS all_performances
428,"Glenn, Kyla",Texas Tech,Big 12,100H,2019,SO-2,,,14.40,seconds,Michael Johnson Invitational,2019-04-19,,,1.9,Outdoor,https://www.tfrrs.org/results/59993/3791617/Michael_Johnson_Invitational/100-Hurdles,TFRRS all_performances
429,"Njoku, Rose",Texas Tech,Big 12,100H,2019,JR-3,,,13.66,seconds,Michael Johnson Invitational,2019-04-19,,,1.9,Outdoor,https://www.tfrrs.org/results/59993/3791617/Michael_Johnson_Invitational/100-Hurdles,TFRRS all_performances
430,"Walker, Ivy",Texas Tech,Big 12,100H,2019,JR-3,,,16.73,seconds,Michael Johnson Invitational,2019-04-19,,,1.9,Outdoor,https://www.tfrrs.org/results/59993/3791617/Michael_Johnson_Invitational/100-Hurdles,TFRRS all_performances
431,"Willams, Tiara",Texas Tech,Big 12,100H,2019,JR-3,,,14.05,seconds,Michael Johnson Invitational,2019-04-19,,,1.9,Outdoor,https://www.tfrrs.org/results/59993/3791617/Michael_Johnson_Invitational/100-Hurdles,TFRRS all_performances
432,"Birch, Damajahnee",Texas Tech,Big 12,400H,2019,JR-3,,,59.06,seconds,Michael Johnson Invitational,2019-04-19,,,,Outdoor,https://www.tfrrs.org/results/59993/3791627/Michael_Johnson_Invitational/400-Hurdles,TFRRS all_performances
433,"Johnson, Alaysha",Texas Tech,Big 12,400H,2019,SR-4,,,1:00.82,seconds,Michael Johnson Invitational,2019-04-19,,,,Outdoor,https://www.tfrrs.org/results/59993/3791627/Michael_Johnson_Invitational/400-Hurdles,TFRRS all_performances
434,"Price, Lexye",Texas Tech,Big 12,400H,2019,FR-1,,,1:01.41,seconds,Michael Johnson Invitational,2019-04-19,,,,Outdoor,https://www.tfrrs.org/results/59993/3791627/Michael_Johnson_Invitational/400-Hurdles,TFRRS all_performances
435,"Rockwell, Taylor",Texas Tech,Big 12,400m,2019,SR-4,,,55.16,seconds,Michael Johnson Invitational,2019-04-19,,,,Outdoor,https://www.tfrrs.org/results/59993/3791635/Michael_Johnson_Invitational/400-Meters,TFRRS all_performances
436,"Warden, Jadsia",Texas Tech,Big 12,400m,2019,JR-3,,,54.00,seconds,Michael Johnson Invitational,2019-04-19,,,,Outdoor,https://www.tfrrs.org/results/59993/3791635/Michael_Johnson_Invitational/400-Meters,TFRRS all_performances
437,"Evans, Maya",Texas Tech,Big 12,Long Jump,2019,FR-1,,,5.38,m,Michael Johnson Invitational,2019-04-19,,,1.4,Outdoor,https://www.tfrrs.org/results/59993/3791605/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
438,"Murrell, Talajah",Texas Tech,Big 12,Long Jump,2019,SR-4,,,5.43,m,Michael Johnson Invitational,2019-04-19,,,1.9,Outdoor,https://www.tfrrs.org/results/59993/3791605/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
439,"Murrell, Talajah",Texas Tech,Big 12,Long Jump,2019,SR-4,,,5.64,m,Michael Johnson Invitational,2019-04-19,,,0.8,Outdoor,https://www.tfrrs.org/results/59993/3791605/Michael_Johnson_Invitational/Long-Jump,TFRRS all_performances
440,"Birch, Damajahnee",Texas Tech,Big 12,400H,2019,JR-3,,,57.90,seconds,Corky/Crofoot Shootout,2019-04-26,,,,Outdoor,https://www.tfrrs.org/results/62306/3809133/Corky_Crofoot_Shootout/400-Hurdles,TFRRS all_performances
441,"Johnson, Alaysha",Texas Tech,Big 12,400H,2019,SR-4,,,57.81,seconds,Corky/Crofoot Shootout,2019-04-26,,,,Outdoor,https://www.tfrrs.org/results/62306/3809133/Corky_Crofoot_Shootout/400-Hurdles,TFRRS all_performances
442,"Price, Lexye",Texas Tech,Big 12,400H,2019,FR-1,,,1:01.67,seconds,Corky/Crofoot Shootout,2019-04-26,,,,Outdoor,https://www.tfrrs.org/results/62306/3809133/Corky_Crofoot_Shootout/400-Hurdles,TFRRS all_performances
443,"Warden, Jadsia",Texas Tech,Big 12,400m,2019,JR-3,,,54.51,seconds,Corky/Crofoot Shootout,2019-04-26,,,,Outdoor,https://www.tfrrs.org/results/62306/3809144/Corky_Crofoot_Shootout/400-Meters,TFRRS all_performances
444,"Evans, Maya",Texas Tech,Big 12,Long Jump,2019,FR-1,,,6.16,m,Corky/Crofoot Shootout,2019-04-26,,,1.8,Outdoor,https://www.tfrrs.org/results/62306/3809147/Corky_Crofoot_Shootout/Long-Jump,TFRRS all_performances
445,"Johnson, Brianna",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.69,m,Corky/Crofoot Shootout,2019-04-26,,,0.8,Outdoor,https://www.tfrrs.org/results/62306/3809147/Corky_Crofoot_Shootout/Long-Jump,TFRRS all_performances
446,"Murrell, Talajah",Texas Tech,Big 12,Long Jump,2019,SR-4,,,5.56,m,Corky/Crofoot Shootout,2019-04-26,,,1.8,Outdoor,https://www.tfrrs.org/results/62306/3809147/Corky_Crofoot_Shootout/Long-Jump,TFRRS all_performances
447,"Willams, Tiara",Texas Tech,Big 12,Long Jump,2019,JR-3,,,5.63,m,Corky/Crofoot Shootout,2019-04-26,,,0.8,Outdoor,https://www.tfrrs.org/results/62306/3809147/Corky_Crofoot_Shootout/Long-Jump,TFRRS all_performances
448,"Willams, Tiara",Texas Tech,Big 12,Long Jump,2019,JR-3,,,5.82,m,Corky/Crofoot Shootout,2019-04-26,,,2.0,Outdoor,https://www.tfrrs.org/results/62306/3809147/Corky_Crofoot_Shootout/Long-Jump,TFRRS all_performances
449,"Glenn, Kyla",Texas Tech,Big 12,100H,2019,SO-2,,,14.13,seconds,TTU Masked Rider Open,2019-05-04,,,1.1,Outdoor,https://www.tfrrs.org/results/62497/3828712/TTU_Masked_Rider_Open/100-Hurdles,TFRRS all_performances
450,"Evans, Maya",Texas Tech,Big 12,Long Jump,2019,FR-1,,,5.76,m,TTU Masked Rider Open,2019-05-04,,,0.6,Outdoor,https://www.tfrrs.org/results/62497/3828714/TTU_Masked_Rider_Open/Long-Jump,TFRRS all_performances
451,"Evans, Maya",Texas Tech,Big 12,Long Jump,2019,FR-1,,,5.81,m,TTU Masked Rider Open,2019-05-04,,,+0.0,Outdoor,https://www.tfrrs.org/results/62497/3828714/TTU_Masked_Rider_Open/Long-Jump,TFRRS all_performances
452,"Evans, Maya",Texas Tech,Big 12,Long Jump,2019,FR-1,,,5.89,m,TTU Masked Rider Open,2019-05-04,,,0.8,Outdoor,https://www.tfrrs.org/results/62497/3828714/TTU_Masked_Rider_Open/Long-Jump,TFRRS all_performances
453,"Evans, Maya",Texas Tech,Big 12,Long Jump,2019,FR-1,,,5.98,m,TTU Masked Rider Open,2019-05-04,,,1.3,Outdoor,https://www.tfrrs.org/results/62497/3828714/TTU_Masked_Rider_Open/Long-Jump,TFRRS all_performances
454,"Glenn, Kyla",Texas Tech,Big 12,100H,2019,SO-2,,,14.70,seconds,Big 12 Outdoor Track and Field Championships,2019-05-10,,,-0.6,Outdoor,https://www.tfrrs.org/results/62013/3842369/Big_12_Outdoor_Track_and_Field_Championships/100-Hurdles,TFRRS all_performances
455,"Johnson, Alaysha",Texas Tech,Big 12,100H,2019,SR-4,,,13.34,seconds,Big 12 Outdoor Track and Field Championships,2019-05-10,,,1.1,Outdoor,https://www.tfrrs.org/results/62013/3842369/Big_12_Outdoor_Track_and_Field_Championships/100-Hurdles,TFRRS all_performances
456,"Johnson, Alaysha",Texas Tech,Big 12,100H,2019,SR-4,,,13.56,seconds,Big 12 Outdoor Track and Field Championships,2019-05-10,,,-0.9,Outdoor,https://www.tfrrs.org/results/62013/3842369/Big_12_Outdoor_Track_and_Field_Championships/100-Hurdles,TFRRS all_performances
457,"Njoku, Rose",Texas Tech,Big 12,100H,2019,JR-3,,,13.56,seconds,Big 12 Outdoor Track and Field Championships,2019-05-10,,,1.1,Outdoor,https://www.tfrrs.org/results/62013/3842369/Big_12_Outdoor_Track_and_Field_Championships/100-Hurdles,TFRRS all_performances
458,"Njoku, Rose",Texas Tech,Big 12,100H,2019,JR-3,,,13.77,seconds,Big 12 Outdoor Track and Field Championships,2019-05-10,,,-0.9,Outdoor,https://www.tfrrs.org/results/62013/3842369/Big_12_Outdoor_Track_and_Field_Championships/100-Hurdles,TFRRS all_performances
459,"Walker, Ivy",Texas Tech,Big 12,100H,2019,JR-3,,,14.40,seconds,Big 12 Outdoor Track and Field Championships,2019-05-10,,,-0.6,Outdoor,https://www.tfrrs.org/results/62013/3842369/Big_12_Outdoor_Track_and_Field_Championships/100-Hurdles,TFRRS all_performances
460,"Birch, Damajahnee",Texas Tech,Big 12,400H,2019,JR-3,,,58.97,seconds,Big 12 Outdoor Track and Field Championships,2019-05-10,,,,Outdoor,https://www.tfrrs.org/results/62013/3842323/Big_12_Outdoor_Track_and_Field_Championships/400-Hurdles,TFRRS all_performances
461,"Birch, Damajahnee",Texas Tech,Big 12,400H,2019,JR-3,,,59.59,seconds,Big 12 Outdoor Track and Field Championships,2019-05-10,,,,Outdoor,https://www.tfrrs.org/results/62013/3842323/Big_12_Outdoor_Track_and_Field_Championships/400-Hurdles,TFRRS all_performances
462,"Price, Lexye",Texas Tech,Big 12,400H,2019,FR-1,,,1:02.23,seconds,Big 12 Outdoor Track and Field Championships,2019-05-10,,,,Outdoor,https://www.tfrrs.org/results/62013/3842323/Big_12_Outdoor_Track_and_Field_Championships/400-Hurdles,TFRRS all_performances
463,"Warden, Jadsia",Texas Tech,Big 12,400m,2019,JR-3,,,54.58,seconds,Big 12 Outdoor Track and Field Championships,2019-05-10,,,,Outdoor,https://www.tfrrs.org/results/62013/3842376/Big_12_Outdoor_Track_and_Field_Championships/400-Meters,TFRRS all_performances
464,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.81,m,Big 12 Outdoor Track and Field Championships,2019-05-10,,,-0.2,Outdoor,https://www.tfrrs.org/results/62013/3842354/Big_12_Outdoor_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
465,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.85,m,Big 12 Outdoor Track and Field Championships,2019-05-10,,,+0.0,Outdoor,https://www.tfrrs.org/results/62013/3842354/Big_12_Outdoor_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
466,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.93,m,Big 12 Outdoor Track and Field Championships,2019-05-10,,,+0.0,Outdoor,https://www.tfrrs.org/results/62013/3842354/Big_12_Outdoor_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
467,"Evans, Maya",Texas Tech,Big 12,Long Jump,2019,FR-1,,,5.43,m,Big 12 Outdoor Track and Field Championships,2019-05-10,,,0.2,Outdoor,https://www.tfrrs.org/results/62013/3842354/Big_12_Outdoor_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
468,"Murrell, Talajah",Texas Tech,Big 12,Long Jump,2019,SR-4,,,5.38,m,Big 12 Outdoor Track and Field Championships,2019-05-10,,,-0.4,Outdoor,https://www.tfrrs.org/results/62013/3842354/Big_12_Outdoor_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
469,"Okoronkwo, Chinne",Texas Tech,Big 12,Long Jump,2019,JR-3,,,6.04,m,Big 12 Outdoor Track and Field Championships,2019-05-10,,,-1.9,Outdoor,https://www.tfrrs.org/results/62013/3842354/Big_12_Outdoor_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
470,"Walker, Ivy",Texas Tech,Big 12,Long Jump,2019,JR-3,,,5.96,m,Big 12 Outdoor Track and Field Championships,2019-05-10,,,0.1,Outdoor,https://www.tfrrs.org/results/62013/3842354/Big_12_Outdoor_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
471,"Walker, Ivy",Texas Tech,Big 12,Long Jump,2019,JR-3,,,5.97,m,Big 12 Outdoor Track and Field Championships,2019-05-10,,,-0.4,Outdoor,https://www.tfrrs.org/results/62013/3842354/Big_12_Outdoor_Track_and_Field_Championships/Long-Jump,TFRRS all_performances
472,"Johnson, Alaysha",Texas Tech,Big 12,100H,2019,SR-4,,,12.93,seconds,NCAA Division I West Region Preliminary Rounds,2019-05-23,,,1.2,Outdoor,https://www.tfrrs.org/results/62651/3849074/NCAA_Division_I_West_Region_Preliminary_Rounds/100-Hurdles,TFRRS all_performances
473,"Johnson, Alaysha",Texas Tech,Big 12,100H,2019,SR-4,,,13.35,seconds,NCAA Division I West Region Preliminary Rounds,2019-05-23,,,-0.3,Outdoor,https://www.tfrrs.org/results/62651/3849074/NCAA_Division_I_West_Region_Preliminary_Rounds/100-Hurdles,TFRRS all_performances
474,"Njoku, Rose",Texas Tech,Big 12,100H,2019,JR-3,,,13.63,seconds,NCAA Division I West Region Preliminary Rounds,2019-05-23,,,0.2,Outdoor,https://www.tfrrs.org/results/62651/3849074/NCAA_Division_I_West_Region_Preliminary_Rounds/100-Hurdles,TFRRS all_performances
475,"Walker, Ivy",Texas Tech,Big 12,100H,2019,JR-3,,,14.35,seconds,NCAA Division I West Region Preliminary Rounds,2019-05-23,,,1.3,Outdoor,https://www.tfrrs.org/results/62651/3849074/NCAA_Division_I_West_Region_Preliminary_Rounds/100-Hurdles,TFRRS all_performances
476,"Johnson, Alaysha",Texas Tech,Big 12,400H,2019,SR-4,,,57.30,seconds,NCAA Division I West Region Preliminary Rounds,2019-05-23,,,,Outdoor,https://www.tfrrs.org/results/62651/3849058/NCAA_Division_I_West_Region_Preliminary_Rounds/400-Hurdles,TFRRS all_performances
477,"Johnson, Alaysha",Texas Tech,Big 12,400H,2019,SR-4,,,58.59,seconds,NCAA Division I West Region Preliminary Rounds,2019-05-23,,,,Outdoor,https://www.tfrrs.org/results/62651/3849058/NCAA_Division_I_West_Region_Preliminary_Rounds/400-Hurdles,TFRRS all_performances
478,"Warden, Jadsia",Texas Tech,Big 12,400m,2019,JR-3,,,54.50,seconds,NCAA Division I West Region Preliminary Rounds,2019-05-23,,,,Outdoor,https://www.tfrrs.org/results/62651/3849073/NCAA_Division_I_West_Region_Preliminary_Rounds/400-Meters,TFRRS all_performances
479,"Cole, Chelsey",Texas Tech,Big 12,Long Jump,2019,SO-2,,,5.51,m,NCAA Division I West Region Preliminary Rounds,2019-05-23,,,1.2,Outdoor,https://www.tfrrs.org/results/62651/3849069/NCAA_Division_I_West_Region_Preliminary_Rounds/Long-Jump,TFRRS all_performances
